Strategy,Date,Country,Weight(%)
Equal Weight,2019-05-31,Ireland,2.1277
Equal Weight,2019-05-31,New Zealand,2.1277
Equal Weight,2019-05-31,Austria,2.1277
Equal Weight,2019-05-31,Portugal,2.1277
Equal Weight,2019-05-31,China,2.1277
Equal Weight,2019-05-31,India,2.1277
Equal Weight,2019-05-31,Taiwan,2.1277
Equal Weight,2019-05-31,Korea,2.1277
Equal Weight,2019-05-31,Brazil,2.1277
Equal Weight,2019-05-31,Saudi Arabia,2.1277
Equal Weight,2019-05-31,South Africa,2.1277
Equal Weight,2019-05-31,Mexico,2.1277
Equal Weight,2019-05-31,Indonesia,2.1277
Equal Weight,2019-05-31,Malaysia,2.1277
Equal Weight,2019-05-31,UAE,2.1277
Equal Weight,2019-05-31,Thailand,2.1277
Equal Weight,2019-05-31,Kuwait,2.1277
Equal Weight,2019-05-31,Qatar,2.1277
Equal Weight,2019-05-31,Poland,2.1277
Equal Weight,2019-05-31,Chile,2.1277
Equal Weight,2019-05-31,Turkey,2.1277
Equal Weight,2019-05-31,Greece,2.1277
Equal Weight,2019-05-31,Philippines,2.1277
Equal Weight,2019-05-31,Hungary,2.1277
Equal Weight,2019-05-31,Egypt,2.1277
Equal Weight,2019-05-31,Czech Republic,2.1277
Equal Weight,2019-05-31,Colombia,2.1277
Equal Weight,2019-05-31,Peru,2.1277
Equal Weight,2019-06-28,USA,2.1277
Equal Weight,2019-06-28,Japan,2.1277
Equal Weight,2019-06-28,UK,2.1277
Equal Weight,2019-06-28,France,2.1277
Equal Weight,2019-06-28,Canada,2.1277
Equal Weight,2019-06-28,Switzerland,2.1277
Equal Weight,2019-06-28,Germany,2.1277
Equal Weight,2019-06-28,Australia,2.1277
Equal Weight,2019-06-28,Netherlands,2.1277
Equal Weight,2019-06-28,Sweden,2.1277
Equal Weight,2019-06-28,Denmark,2.1277
Equal Weight,2019-06-28,Spain,2.1277
Equal Weight,2019-06-28,Italy,2.1277
Equal Weight,2019-06-28,Hong Kong,2.1277
Equal Weight,2019-06-28,Singapore,2.1277
Equal Weight,2019-06-28,Belgium,2.1277
Equal Weight,2019-06-28,Finland,2.1277
Equal Weight,2019-06-28,Israel,2.1277
Equal Weight,2019-06-28,Norway,2.1277
Equal Weight,2019-06-28,Ireland,2.1277
Equal Weight,2019-06-28,New Zealand,2.1277
Equal Weight,2019-06-28,Austria,2.1277
Equal Weight,2019-06-28,Portugal,2.1277
Equal Weight,2019-06-28,China,2.1277
Equal Weight,2019-06-28,India,2.1277
Equal Weight,2019-06-28,Taiwan,2.1277
Equal Weight,2019-06-28,Korea,2.1277
Equal Weight,2019-06-28,Brazil,2.1277
Equal Weight,2019-06-28,Saudi Arabia,2.1277
Equal Weight,2019-06-28,South Africa,2.1277
Equal Weight,2019-06-28,Mexico,2.1277
Equal Weight,2019-06-28,Indonesia,2.1277
Equal Weight,2019-06-28,Malaysia,2.1277
Equal Weight,2019-06-28,UAE,2.1277
Equal Weight,2019-06-28,Thailand,2.1277
Equal Weight,2019-06-28,Kuwait,2.1277
Equal Weight,2019-06-28,Qatar,2.1277
Equal Weight,2019-06-28,Poland,2.1277
Equal Weight,2019-06-28,Chile,2.1277
Equal Weight,2019-06-28,Turkey,2.1277
Equal Weight,2019-06-28,Greece,2.1277
Equal Weight,2019-06-28,Philippines,2.1277
Equal Weight,2019-06-28,Hungary,2.1277
Equal Weight,2019-06-28,Egypt,2.1277
Equal Weight,2019-06-28,Czech Republic,2.1277
Equal Weight,2019-06-28,Colombia,2.1277
Equal Weight,2019-06-28,Peru,2.1277
Equal Weight,2019-07-31,USA,2.1277
Equal Weight,2019-07-31,Japan,2.1277
Equal Weight,2019-07-31,UK,2.1277
Equal Weight,2019-07-31,France,2.1277
Equal Weight,2019-07-31,Canada,2.1277
Equal Weight,2019-07-31,Switzerland,2.1277
Equal Weight,2019-07-31,Germany,2.1277
Equal Weight,2019-07-31,Australia,2.1277
Equal Weight,2019-07-31,Netherlands,2.1277
Equal Weight,2019-07-31,Sweden,2.1277
Equal Weight,2019-07-31,Denmark,2.1277
Equal Weight,2019-07-31,Spain,2.1277
Equal Weight,2019-07-31,Italy,2.1277
Equal Weight,2019-07-31,Hong Kong,2.1277
Equal Weight,2019-07-31,Singapore,2.1277
Equal Weight,2019-07-31,Belgium,2.1277
Equal Weight,2019-07-31,Finland,2.1277
Equal Weight,2019-07-31,Israel,2.1277
Equal Weight,2019-07-31,Norway,2.1277
Equal Weight,2019-07-31,Ireland,2.1277
Equal Weight,2019-07-31,New Zealand,2.1277
Equal Weight,2019-07-31,Austria,2.1277
Equal Weight,2019-07-31,Portugal,2.1277
Equal Weight,2019-07-31,China,2.1277
Equal Weight,2019-07-31,India,2.1277
Equal Weight,2019-07-31,Taiwan,2.1277
Equal Weight,2019-07-31,Korea,2.1277
Equal Weight,2019-07-31,Brazil,2.1277
Equal Weight,2019-07-31,Saudi Arabia,2.1277
Equal Weight,2019-07-31,South Africa,2.1277
Equal Weight,2019-07-31,Mexico,2.1277
Equal Weight,2019-07-31,Indonesia,2.1277
Equal Weight,2019-07-31,Malaysia,2.1277
Equal Weight,2019-07-31,UAE,2.1277
Equal Weight,2019-07-31,Thailand,2.1277
Equal Weight,2019-07-31,Kuwait,2.1277
Equal Weight,2019-07-31,Qatar,2.1277
Equal Weight,2019-07-31,Poland,2.1277
Equal Weight,2019-07-31,Chile,2.1277
Equal Weight,2019-07-31,Turkey,2.1277
Equal Weight,2019-07-31,Greece,2.1277
Equal Weight,2019-07-31,Philippines,2.1277
Equal Weight,2019-07-31,Hungary,2.1277
Equal Weight,2019-07-31,Egypt,2.1277
Equal Weight,2019-07-31,Czech Republic,2.1277
Equal Weight,2019-07-31,Colombia,2.1277
Equal Weight,2019-07-31,Peru,2.1277
Equal Weight,2019-08-30,USA,2.1277
Equal Weight,2019-08-30,Japan,2.1277
Equal Weight,2019-08-30,UK,2.1277
Equal Weight,2019-08-30,France,2.1277
Equal Weight,2019-08-30,Canada,2.1277
Equal Weight,2019-08-30,Switzerland,2.1277
Equal Weight,2019-08-30,Germany,2.1277
Equal Weight,2019-08-30,Australia,2.1277
Equal Weight,2019-08-30,Netherlands,2.1277
Equal Weight,2019-08-30,Sweden,2.1277
Equal Weight,2019-08-30,Denmark,2.1277
Equal Weight,2019-08-30,Spain,2.1277
Equal Weight,2019-08-30,Italy,2.1277
Equal Weight,2019-08-30,Hong Kong,2.1277
Equal Weight,2019-08-30,Singapore,2.1277
Equal Weight,2019-08-30,Belgium,2.1277
Equal Weight,2019-08-30,Finland,2.1277
Equal Weight,2019-08-30,Israel,2.1277
Equal Weight,2019-08-30,Norway,2.1277
Equal Weight,2019-08-30,Ireland,2.1277
Equal Weight,2019-08-30,New Zealand,2.1277
Equal Weight,2019-08-30,Austria,2.1277
Equal Weight,2019-08-30,Portugal,2.1277
Equal Weight,2019-08-30,China,2.1277
Equal Weight,2019-08-30,India,2.1277
Equal Weight,2019-08-30,Taiwan,2.1277
Equal Weight,2019-08-30,Korea,2.1277
Equal Weight,2019-08-30,Brazil,2.1277
Equal Weight,2019-08-30,Saudi Arabia,2.1277
Equal Weight,2019-08-30,South Africa,2.1277
Equal Weight,2019-08-30,Mexico,2.1277
Equal Weight,2019-08-30,Indonesia,2.1277
Equal Weight,2019-08-30,Malaysia,2.1277
Equal Weight,2019-08-30,UAE,2.1277
Equal Weight,2019-08-30,Thailand,2.1277
Equal Weight,2019-08-30,Kuwait,2.1277
Equal Weight,2019-08-30,Qatar,2.1277
Equal Weight,2019-08-30,Poland,2.1277
Equal Weight,2019-08-30,Chile,2.1277
Equal Weight,2019-08-30,Turkey,2.1277
Equal Weight,2019-08-30,Greece,2.1277
Equal Weight,2019-08-30,Philippines,2.1277
Equal Weight,2019-08-30,Hungary,2.1277
Equal Weight,2019-08-30,Egypt,2.1277
Equal Weight,2019-08-30,Czech Republic,2.1277
Equal Weight,2019-08-30,Colombia,2.1277
Equal Weight,2019-08-30,Peru,2.1277
Equal Weight,2019-09-30,USA,2.1277
Equal Weight,2019-09-30,Japan,2.1277
Equal Weight,2019-09-30,UK,2.1277
Equal Weight,2019-09-30,France,2.1277
Equal Weight,2019-09-30,Canada,2.1277
Equal Weight,2019-09-30,Switzerland,2.1277
Equal Weight,2019-09-30,Germany,2.1277
Equal Weight,2019-09-30,Australia,2.1277
Equal Weight,2019-09-30,Netherlands,2.1277
Equal Weight,2019-09-30,Sweden,2.1277
Equal Weight,2019-09-30,Denmark,2.1277
Equal Weight,2019-09-30,Spain,2.1277
Equal Weight,2019-09-30,Italy,2.1277
Equal Weight,2019-09-30,Hong Kong,2.1277
Equal Weight,2019-09-30,Singapore,2.1277
Equal Weight,2019-09-30,Belgium,2.1277
Equal Weight,2019-09-30,Finland,2.1277
Equal Weight,2019-09-30,Israel,2.1277
Equal Weight,2019-09-30,Norway,2.1277
Equal Weight,2019-09-30,Ireland,2.1277
Equal Weight,2019-09-30,New Zealand,2.1277
Equal Weight,2019-09-30,Austria,2.1277
Equal Weight,2019-09-30,Portugal,2.1277
Equal Weight,2019-09-30,China,2.1277
Equal Weight,2019-09-30,India,2.1277
Equal Weight,2019-09-30,Taiwan,2.1277
Equal Weight,2019-09-30,Korea,2.1277
Equal Weight,2019-09-30,Brazil,2.1277
Equal Weight,2019-09-30,Saudi Arabia,2.1277
Equal Weight,2019-09-30,South Africa,2.1277
Equal Weight,2019-09-30,Mexico,2.1277
Equal Weight,2019-09-30,Indonesia,2.1277
Equal Weight,2019-09-30,Malaysia,2.1277
Equal Weight,2019-09-30,UAE,2.1277
Equal Weight,2019-09-30,Thailand,2.1277
Equal Weight,2019-09-30,Kuwait,2.1277
Equal Weight,2019-09-30,Qatar,2.1277
Equal Weight,2019-09-30,Poland,2.1277
Equal Weight,2019-09-30,Chile,2.1277
Equal Weight,2019-09-30,Turkey,2.1277
Equal Weight,2019-09-30,Greece,2.1277
Equal Weight,2019-09-30,Philippines,2.1277
Equal Weight,2019-09-30,Hungary,2.1277
Equal Weight,2019-09-30,Egypt,2.1277
Equal Weight,2019-09-30,Czech Republic,2.1277
Equal Weight,2019-09-30,Colombia,2.1277
Equal Weight,2019-09-30,Peru,2.1277
Equal Weight,2019-10-31,USA,2.1277
Equal Weight,2019-10-31,Japan,2.1277
Equal Weight,2019-10-31,UK,2.1277
Equal Weight,2019-10-31,France,2.1277
Equal Weight,2019-10-31,Canada,2.1277
Equal Weight,2019-10-31,Switzerland,2.1277
Equal Weight,2019-10-31,Germany,2.1277
Equal Weight,2019-10-31,Australia,2.1277
Equal Weight,2019-10-31,Netherlands,2.1277
Equal Weight,2019-10-31,Sweden,2.1277
Equal Weight,2019-10-31,Denmark,2.1277
Equal Weight,2019-10-31,Spain,2.1277
Equal Weight,2019-10-31,Italy,2.1277
Equal Weight,2019-10-31,Hong Kong,2.1277
Equal Weight,2019-10-31,Singapore,2.1277
Equal Weight,2019-10-31,Belgium,2.1277
Equal Weight,2019-10-31,Finland,2.1277
Equal Weight,2019-10-31,Israel,2.1277
Equal Weight,2019-10-31,Norway,2.1277
Equal Weight,2019-10-31,Ireland,2.1277
Equal Weight,2019-10-31,New Zealand,2.1277
Equal Weight,2019-10-31,Austria,2.1277
Equal Weight,2019-10-31,Portugal,2.1277
Equal Weight,2019-10-31,China,2.1277
Equal Weight,2019-10-31,India,2.1277
Equal Weight,2019-10-31,Taiwan,2.1277
Equal Weight,2019-10-31,Korea,2.1277
Equal Weight,2019-10-31,Brazil,2.1277
Equal Weight,2019-10-31,Saudi Arabia,2.1277
Equal Weight,2019-10-31,South Africa,2.1277
Equal Weight,2019-10-31,Mexico,2.1277
Equal Weight,2019-10-31,Indonesia,2.1277
Equal Weight,2019-10-31,Malaysia,2.1277
Equal Weight,2019-10-31,UAE,2.1277
Equal Weight,2019-10-31,Thailand,2.1277
Equal Weight,2019-10-31,Kuwait,2.1277
Equal Weight,2019-10-31,Qatar,2.1277
Equal Weight,2019-10-31,Poland,2.1277
Equal Weight,2019-10-31,Chile,2.1277
Equal Weight,2019-10-31,Turkey,2.1277
Equal Weight,2019-10-31,Greece,2.1277
Equal Weight,2019-10-31,Philippines,2.1277
Equal Weight,2019-10-31,Hungary,2.1277
Equal Weight,2019-10-31,Egypt,2.1277
Equal Weight,2019-10-31,Czech Republic,2.1277
Equal Weight,2019-10-31,Colombia,2.1277
Equal Weight,2019-10-31,Peru,2.1277
Equal Weight,2019-11-29,USA,2.1277
Equal Weight,2019-11-29,Japan,2.1277
Equal Weight,2019-11-29,UK,2.1277
Equal Weight,2019-11-29,France,2.1277
Equal Weight,2019-11-29,Canada,2.1277
Equal Weight,2019-11-29,Switzerland,2.1277
Equal Weight,2019-11-29,Germany,2.1277
Equal Weight,2019-11-29,Australia,2.1277
Equal Weight,2019-11-29,Netherlands,2.1277
Equal Weight,2019-11-29,Sweden,2.1277
Equal Weight,2019-11-29,Denmark,2.1277
Equal Weight,2019-11-29,Spain,2.1277
Equal Weight,2019-11-29,Italy,2.1277
Equal Weight,2019-11-29,Hong Kong,2.1277
Equal Weight,2019-11-29,Singapore,2.1277
Equal Weight,2019-11-29,Belgium,2.1277
Equal Weight,2019-11-29,Finland,2.1277
Equal Weight,2019-11-29,Israel,2.1277
Equal Weight,2019-11-29,Norway,2.1277
Equal Weight,2019-11-29,Ireland,2.1277
Equal Weight,2019-11-29,New Zealand,2.1277
Equal Weight,2019-11-29,Austria,2.1277
Equal Weight,2019-11-29,Portugal,2.1277
Equal Weight,2019-11-29,China,2.1277
Equal Weight,2019-11-29,India,2.1277
Equal Weight,2019-11-29,Taiwan,2.1277
Equal Weight,2019-11-29,Korea,2.1277
Equal Weight,2019-11-29,Brazil,2.1277
Equal Weight,2019-11-29,Saudi Arabia,2.1277
Equal Weight,2019-11-29,South Africa,2.1277
Equal Weight,2019-11-29,Mexico,2.1277
Equal Weight,2019-11-29,Indonesia,2.1277
Equal Weight,2019-11-29,Malaysia,2.1277
Equal Weight,2019-11-29,UAE,2.1277
Equal Weight,2019-11-29,Thailand,2.1277
Equal Weight,2019-11-29,Kuwait,2.1277
Equal Weight,2019-11-29,Qatar,2.1277
Equal Weight,2019-11-29,Poland,2.1277
Equal Weight,2019-11-29,Chile,2.1277
Equal Weight,2019-11-29,Turkey,2.1277
Equal Weight,2019-11-29,Greece,2.1277
Equal Weight,2019-11-29,Philippines,2.1277
Equal Weight,2019-11-29,Hungary,2.1277
Equal Weight,2019-11-29,Egypt,2.1277
Equal Weight,2019-11-29,Czech Republic,2.1277
Equal Weight,2019-11-29,Colombia,2.1277
Equal Weight,2019-11-29,Peru,2.1277
Equal Weight,2019-12-31,USA,2.1277
Equal Weight,2019-12-31,Japan,2.1277
Equal Weight,2019-12-31,UK,2.1277
Equal Weight,2019-12-31,France,2.1277
Equal Weight,2019-12-31,Canada,2.1277
Equal Weight,2019-12-31,Switzerland,2.1277
Equal Weight,2019-12-31,Germany,2.1277
Equal Weight,2019-12-31,Australia,2.1277
Equal Weight,2019-12-31,Netherlands,2.1277
Equal Weight,2019-12-31,Sweden,2.1277
Equal Weight,2019-12-31,Denmark,2.1277
Equal Weight,2019-12-31,Spain,2.1277
Equal Weight,2019-12-31,Italy,2.1277
Equal Weight,2019-12-31,Hong Kong,2.1277
Equal Weight,2019-12-31,Singapore,2.1277
Equal Weight,2019-12-31,Belgium,2.1277
Equal Weight,2019-12-31,Finland,2.1277
Equal Weight,2019-12-31,Israel,2.1277
Equal Weight,2019-12-31,Norway,2.1277
Equal Weight,2019-12-31,Ireland,2.1277
Equal Weight,2019-12-31,New Zealand,2.1277
Equal Weight,2019-12-31,Austria,2.1277
Equal Weight,2019-12-31,Portugal,2.1277
Equal Weight,2019-12-31,China,2.1277
Equal Weight,2019-12-31,India,2.1277
Equal Weight,2019-12-31,Taiwan,2.1277
Equal Weight,2019-12-31,Korea,2.1277
Equal Weight,2019-12-31,Brazil,2.1277
Equal Weight,2019-12-31,Saudi Arabia,2.1277
Equal Weight,2019-12-31,South Africa,2.1277
Equal Weight,2019-12-31,Mexico,2.1277
Equal Weight,2019-12-31,Indonesia,2.1277
Equal Weight,2019-12-31,Malaysia,2.1277
Equal Weight,2019-12-31,UAE,2.1277
Equal Weight,2019-12-31,Thailand,2.1277
Equal Weight,2019-12-31,Kuwait,2.1277
Equal Weight,2019-12-31,Qatar,2.1277
Equal Weight,2019-12-31,Poland,2.1277
Equal Weight,2019-12-31,Chile,2.1277
Equal Weight,2019-12-31,Turkey,2.1277
Equal Weight,2019-12-31,Greece,2.1277
Equal Weight,2019-12-31,Philippines,2.1277
Equal Weight,2019-12-31,Hungary,2.1277
Equal Weight,2019-12-31,Egypt,2.1277
Equal Weight,2019-12-31,Czech Republic,2.1277
Equal Weight,2019-12-31,Colombia,2.1277
Equal Weight,2019-12-31,Peru,2.1277
Equal Weight,2020-01-31,USA,2.1277
Equal Weight,2020-01-31,Japan,2.1277
Equal Weight,2020-01-31,UK,2.1277
Equal Weight,2020-01-31,France,2.1277
Equal Weight,2020-01-31,Canada,2.1277
Equal Weight,2020-01-31,Switzerland,2.1277
Equal Weight,2020-01-31,Germany,2.1277
Equal Weight,2020-01-31,Australia,2.1277
Equal Weight,2020-01-31,Netherlands,2.1277
Equal Weight,2020-01-31,Sweden,2.1277
Equal Weight,2020-01-31,Denmark,2.1277
Equal Weight,2020-01-31,Spain,2.1277
Equal Weight,2020-01-31,Italy,2.1277
Equal Weight,2020-01-31,Hong Kong,2.1277
Equal Weight,2020-01-31,Singapore,2.1277
Equal Weight,2020-01-31,Belgium,2.1277
Equal Weight,2020-01-31,Finland,2.1277
Equal Weight,2020-01-31,Israel,2.1277
Equal Weight,2020-01-31,Norway,2.1277
Equal Weight,2020-01-31,Ireland,2.1277
Equal Weight,2020-01-31,New Zealand,2.1277
Equal Weight,2020-01-31,Austria,2.1277
Equal Weight,2020-01-31,Portugal,2.1277
Equal Weight,2020-01-31,China,2.1277
Equal Weight,2020-01-31,India,2.1277
Equal Weight,2020-01-31,Taiwan,2.1277
Equal Weight,2020-01-31,Korea,2.1277
Equal Weight,2020-01-31,Brazil,2.1277
Equal Weight,2020-01-31,Saudi Arabia,2.1277
Equal Weight,2020-01-31,South Africa,2.1277
Equal Weight,2020-01-31,Mexico,2.1277
Equal Weight,2020-01-31,Indonesia,2.1277
Equal Weight,2020-01-31,Malaysia,2.1277
Equal Weight,2020-01-31,UAE,2.1277
Equal Weight,2020-01-31,Thailand,2.1277
Equal Weight,2020-01-31,Kuwait,2.1277
Equal Weight,2020-01-31,Qatar,2.1277
Equal Weight,2020-01-31,Poland,2.1277
Equal Weight,2020-01-31,Chile,2.1277
Equal Weight,2020-01-31,Turkey,2.1277
Equal Weight,2020-01-31,Greece,2.1277
Equal Weight,2020-01-31,Philippines,2.1277
Equal Weight,2020-01-31,Hungary,2.1277
Equal Weight,2020-01-31,Egypt,2.1277
Equal Weight,2020-01-31,Czech Republic,2.1277
Equal Weight,2020-01-31,Colombia,2.1277
Equal Weight,2020-01-31,Peru,2.1277
Equal Weight,2020-02-28,USA,2.1277
Equal Weight,2020-02-28,Japan,2.1277
Equal Weight,2020-02-28,UK,2.1277
Equal Weight,2020-02-28,France,2.1277
Equal Weight,2020-02-28,Canada,2.1277
Equal Weight,2020-02-28,Switzerland,2.1277
Equal Weight,2020-02-28,Germany,2.1277
Equal Weight,2020-02-28,Australia,2.1277
Equal Weight,2020-02-28,Netherlands,2.1277
Equal Weight,2020-02-28,Sweden,2.1277
Equal Weight,2020-02-28,Denmark,2.1277
Equal Weight,2020-02-28,Spain,2.1277
Equal Weight,2020-02-28,Italy,2.1277
Equal Weight,2020-02-28,Hong Kong,2.1277
Equal Weight,2020-02-28,Singapore,2.1277
Equal Weight,2020-02-28,Belgium,2.1277
Equal Weight,2020-02-28,Finland,2.1277
Equal Weight,2020-02-28,Israel,2.1277
Equal Weight,2020-02-28,Norway,2.1277
Equal Weight,2020-02-28,Ireland,2.1277
Equal Weight,2020-02-28,New Zealand,2.1277
Equal Weight,2020-02-28,Austria,2.1277
Equal Weight,2020-02-28,Portugal,2.1277
Equal Weight,2020-02-28,China,2.1277
Equal Weight,2020-02-28,India,2.1277
Equal Weight,2020-02-28,Taiwan,2.1277
Equal Weight,2020-02-28,Korea,2.1277
Equal Weight,2020-02-28,Brazil,2.1277
Equal Weight,2020-02-28,Saudi Arabia,2.1277
Equal Weight,2020-02-28,South Africa,2.1277
Equal Weight,2020-02-28,Mexico,2.1277
Equal Weight,2020-02-28,Indonesia,2.1277
Equal Weight,2020-02-28,Malaysia,2.1277
Equal Weight,2020-02-28,UAE,2.1277
Equal Weight,2020-02-28,Thailand,2.1277
Equal Weight,2020-02-28,Kuwait,2.1277
Equal Weight,2020-02-28,Qatar,2.1277
Equal Weight,2020-02-28,Poland,2.1277
Equal Weight,2020-02-28,Chile,2.1277
Equal Weight,2020-02-28,Turkey,2.1277
Equal Weight,2020-02-28,Greece,2.1277
Equal Weight,2020-02-28,Philippines,2.1277
Equal Weight,2020-02-28,Hungary,2.1277
Equal Weight,2020-02-28,Egypt,2.1277
Equal Weight,2020-02-28,Czech Republic,2.1277
Equal Weight,2020-02-28,Colombia,2.1277
Equal Weight,2020-02-28,Peru,2.1277
Equal Weight,2020-03-31,USA,2.1277
Equal Weight,2020-03-31,Japan,2.1277
Equal Weight,2020-03-31,UK,2.1277
Equal Weight,2020-03-31,France,2.1277
Equal Weight,2020-03-31,Canada,2.1277
Equal Weight,2020-03-31,Switzerland,2.1277
Equal Weight,2020-03-31,Germany,2.1277
Equal Weight,2020-03-31,Australia,2.1277
Equal Weight,2020-03-31,Netherlands,2.1277
Equal Weight,2020-03-31,Sweden,2.1277
Equal Weight,2020-03-31,Denmark,2.1277
Equal Weight,2020-03-31,Spain,2.1277
Equal Weight,2020-03-31,Italy,2.1277
Equal Weight,2020-03-31,Hong Kong,2.1277
Equal Weight,2020-03-31,Singapore,2.1277
Equal Weight,2020-03-31,Belgium,2.1277
Equal Weight,2020-03-31,Finland,2.1277
Equal Weight,2020-03-31,Israel,2.1277
Equal Weight,2020-03-31,Norway,2.1277
Equal Weight,2020-03-31,Ireland,2.1277
Equal Weight,2020-03-31,New Zealand,2.1277
Equal Weight,2020-03-31,Austria,2.1277
Equal Weight,2020-03-31,Portugal,2.1277
Equal Weight,2020-03-31,China,2.1277
Equal Weight,2020-03-31,India,2.1277
Equal Weight,2020-03-31,Taiwan,2.1277
Equal Weight,2020-03-31,Korea,2.1277
Equal Weight,2020-03-31,Brazil,2.1277
Equal Weight,2020-03-31,Saudi Arabia,2.1277
Equal Weight,2020-03-31,South Africa,2.1277
Equal Weight,2020-03-31,Mexico,2.1277
Equal Weight,2020-03-31,Indonesia,2.1277
Equal Weight,2020-03-31,Malaysia,2.1277
Equal Weight,2020-03-31,UAE,2.1277
Equal Weight,2020-03-31,Thailand,2.1277
Equal Weight,2020-03-31,Kuwait,2.1277
Equal Weight,2020-03-31,Qatar,2.1277
Equal Weight,2020-03-31,Poland,2.1277
Equal Weight,2020-03-31,Chile,2.1277
Equal Weight,2020-03-31,Turkey,2.1277
Equal Weight,2020-03-31,Greece,2.1277
Equal Weight,2020-03-31,Philippines,2.1277
Equal Weight,2020-03-31,Hungary,2.1277
Equal Weight,2020-03-31,Egypt,2.1277
Equal Weight,2020-03-31,Czech Republic,2.1277
Equal Weight,2020-03-31,Colombia,2.1277
Equal Weight,2020-03-31,Peru,2.1277
Equal Weight,2020-04-30,USA,2.1277
Equal Weight,2020-04-30,Japan,2.1277
Equal Weight,2020-04-30,UK,2.1277
Equal Weight,2020-04-30,France,2.1277
Equal Weight,2020-04-30,Canada,2.1277
Equal Weight,2020-04-30,Switzerland,2.1277
Equal Weight,2020-04-30,Germany,2.1277
Equal Weight,2020-04-30,Australia,2.1277
Equal Weight,2020-04-30,Netherlands,2.1277
Equal Weight,2020-04-30,Sweden,2.1277
Equal Weight,2020-04-30,Denmark,2.1277
Equal Weight,2020-04-30,Spain,2.1277
Equal Weight,2020-04-30,Italy,2.1277
Equal Weight,2020-04-30,Hong Kong,2.1277
Equal Weight,2020-04-30,Singapore,2.1277
Equal Weight,2020-04-30,Belgium,2.1277
Equal Weight,2020-04-30,Finland,2.1277
Equal Weight,2020-04-30,Israel,2.1277
Equal Weight,2020-04-30,Norway,2.1277
Equal Weight,2020-04-30,Ireland,2.1277
Equal Weight,2020-04-30,New Zealand,2.1277
Equal Weight,2020-04-30,Austria,2.1277
Equal Weight,2020-04-30,Portugal,2.1277
Equal Weight,2020-04-30,China,2.1277
Equal Weight,2020-04-30,India,2.1277
Equal Weight,2020-04-30,Taiwan,2.1277
Equal Weight,2020-04-30,Korea,2.1277
Equal Weight,2020-04-30,Brazil,2.1277
Equal Weight,2020-04-30,Saudi Arabia,2.1277
Equal Weight,2020-04-30,South Africa,2.1277
Equal Weight,2020-04-30,Mexico,2.1277
Equal Weight,2020-04-30,Indonesia,2.1277
Equal Weight,2020-04-30,Malaysia,2.1277
Equal Weight,2020-04-30,UAE,2.1277
Equal Weight,2020-04-30,Thailand,2.1277
Equal Weight,2020-04-30,Kuwait,2.1277
Equal Weight,2020-04-30,Qatar,2.1277
Equal Weight,2020-04-30,Poland,2.1277
Equal Weight,2020-04-30,Chile,2.1277
Equal Weight,2020-04-30,Turkey,2.1277
Equal Weight,2020-04-30,Greece,2.1277
Equal Weight,2020-04-30,Philippines,2.1277
Equal Weight,2020-04-30,Hungary,2.1277
Equal Weight,2020-04-30,Egypt,2.1277
Equal Weight,2020-04-30,Czech Republic,2.1277
Equal Weight,2020-04-30,Colombia,2.1277
Equal Weight,2020-04-30,Peru,2.1277
Equal Weight,2020-05-29,USA,2.1277
Equal Weight,2020-05-29,Japan,2.1277
Equal Weight,2020-05-29,UK,2.1277
Equal Weight,2020-05-29,France,2.1277
Equal Weight,2020-05-29,Canada,2.1277
Equal Weight,2020-05-29,Switzerland,2.1277
Equal Weight,2020-05-29,Germany,2.1277
Equal Weight,2020-05-29,Australia,2.1277
Equal Weight,2020-05-29,Netherlands,2.1277
Equal Weight,2020-05-29,Sweden,2.1277
Equal Weight,2020-05-29,Denmark,2.1277
Equal Weight,2020-05-29,Spain,2.1277
Equal Weight,2020-05-29,Italy,2.1277
Equal Weight,2020-05-29,Hong Kong,2.1277
Equal Weight,2020-05-29,Singapore,2.1277
Equal Weight,2020-05-29,Belgium,2.1277
Equal Weight,2020-05-29,Finland,2.1277
Equal Weight,2020-05-29,Israel,2.1277
Equal Weight,2020-05-29,Norway,2.1277
Equal Weight,2020-05-29,Ireland,2.1277
Equal Weight,2020-05-29,New Zealand,2.1277
Equal Weight,2020-05-29,Austria,2.1277
Equal Weight,2020-05-29,Portugal,2.1277
Equal Weight,2020-05-29,China,2.1277
Equal Weight,2020-05-29,India,2.1277
Equal Weight,2020-05-29,Taiwan,2.1277
Equal Weight,2020-05-29,Korea,2.1277
Equal Weight,2020-05-29,Brazil,2.1277
Equal Weight,2020-05-29,Saudi Arabia,2.1277
Equal Weight,2020-05-29,South Africa,2.1277
Equal Weight,2020-05-29,Mexico,2.1277
Equal Weight,2020-05-29,Indonesia,2.1277
Equal Weight,2020-05-29,Malaysia,2.1277
Equal Weight,2020-05-29,UAE,2.1277
Equal Weight,2020-05-29,Thailand,2.1277
Equal Weight,2020-05-29,Kuwait,2.1277
Equal Weight,2020-05-29,Qatar,2.1277
Equal Weight,2020-05-29,Poland,2.1277
Equal Weight,2020-05-29,Chile,2.1277
Equal Weight,2020-05-29,Turkey,2.1277
Equal Weight,2020-05-29,Greece,2.1277
Equal Weight,2020-05-29,Philippines,2.1277
Equal Weight,2020-05-29,Hungary,2.1277
Equal Weight,2020-05-29,Egypt,2.1277
